old.word,new.word
steelezoninginspected,introspected
zoniingobserved,nonobservance
sisley,Lesley
standardsviolation,standards violation
caapplication,ca application
bacony,bacon
constructionwall,construction wall
backsplash,backslash
unitts,units
floorst,floors
carl,Carl
exterir,exterior
storageweeds,storage weeds
jefferson,Jefferson
materialsviolation,materials violation
codelarge,code large
hshold,hold
apprx,approx
materialsland,materials land
codemassive,code massive
allowedpermit,allowed permit
workno,work no
dateno,date no
codehousing,code housing
vechile,vehicle
entrys,entry
rearluc,rearguard
violationtenant,violation tenant
rdg,rd
funriture,furniture
storageunfitfire,storage
weatherviolation,weather violation
codearea,code area
fileviolation,file violation
violationproperty,violation property
touilet,toilet
yevgeni,evening
ostrovski,Rostropovich
violationshouse,violations house
inspectorhouse,inspector house
tagland,ta gland
picturesviolation,pictures violation
prp,ppr
ventilaton,ventilation
hwt,hwy
lafayette,Lafayette
storageincluding,storage including
junkeo,junker
junkas,junks
donâ,don
isola,isolate
bon,nob
floorland,floor land
setbackhbmc,setback
inforced,unforced
spk,pk
basememt,basement
repairsviolation,repairs violation
pomada,pomade
temmporary,temporary
artemio,Artemis
corio,curio
obtainining,obtaining
vwhite,white
propewrty,property
sidewlks,sidewalks
streeta,streets
inspectorunable,inspector unable
willl,will
hbmclack,lampblack
zonebased,zone based
addtion,addition
jess,Jess
obbserved,observed
inopable,inoperable
ordinancesome,ordinance some
yesler,slayer
hse,she
hbmccentral,centralism
hbmclow,clownish
obsderved,observed
codestop,code stop
miscellenous,miscellaneous
deris,dermis
violationsnote,violations note
signwrong,sign wrong
loadindg,loading
sidewalksidewalk,sidewalk sidewalk
gargae,garage
takenveg,taken veg
maintainance,maintenance
curcuit,circuit
weedslow,weed slow
violationinoperable,violation inoperable
furnacehbmc,furnace
servie,serve
showerviolation,shower violation
violationdiscarded,violation discarded
useverified,use verified
ilegal,legal
inpsection,inspection
buiding,biding
ricketts,rickets
mitch,Mitch
grospe,grope
bathrorom,bathroom
biodiesel,bio diesel
bgviolation,violation
ordinancelow,ordinance low
ordinancemassive,ordinance massive
vaughan,Vaughan
sidewalkminor,sidewalk minor
ordinanceovergrowth,ordinance overgrowth
requiredinspector,required inspector
cutgrading,cut grading
mcguire,McGuire
oversized,oversize
violationaddition,violation addition
mezenconstructing,constructing
edwards,Edwards
happenned,happened
ordveg,overlord
yardalso,yard also
hiawatha,Hiawatha
dimetry,dime try
occuring,occurring
barger,barge
bargers,barges
spanish,Spanish
reyna,Reyna
velasco,Velasquez
buildingboiler,building boiler
oregon,Oregon
katy,Katy
chevalia,Chevalier
storagesignificant,storage significant
violationsdemolished,violations demolished
lisaanne,saline
certificationapplication,certification application
violationinsufficient,violation insufficient
detectorland,detector land
cadilac,Cadillac
mmc,mm
metz,met
fornt,front
complianant,complainant
neededowner,needed owner
grey,Grey
cutillegal,cut illegal
ownereo,owner
flrs,firs
familyviolation,family violation
ewith,with
superintendant,superintendent
derek,Derek
zuraff,riffraff
violationa,violations
garagejunk,garage junk
dilapidate,dilapidated
buildingsunfit,buildings unfit
inspectionbsmt,inspection
violationpermit,violation permit
housebasement,house basement
permitzoning,permit zoning
norht,north
ydf,yd
heathousing,heat housing
violationremoval,violation removal
garageland,garage land
violationviolations,violation violations
gutterhousing,gutter housing
zonehousing,zone housing
disconnectedhbmc,disconnectedness
etchousing,etc housing
plymouth,Plymouth
againest,against
violationsvs,violations vs
rvland,Roland
mazda,Mazda
nnj,NJ
mpl,mp
dol,sol
violationrepeated,violation repeated
damged,danged
sturctural,structural
subaru,Subaru
nneeded,needed
sidewalkoutdoor,sidewalk outdoor
hw,he
operationg,operation
ike,Ike
busness,business
luggagge,luggage
reapir,repair
hungviolation,hung violation
observedvacant,observed vacant
observedmissing,observed missing
expiredtemporary,expired temporary
chinese,Chinese
nieghbor,neighbor
camry,Camry
neededlarge,needed large
siteas,sites
crispin,crisping
walsh,Walsh
nathan,Nathan
connaway,Conway
pape,pap
structureowner,structure owner
ook,oik
shieldingjunk,shielding junk
storagei,storage
bumber,number
travelling,traveling
ghapplication,application
trusk,tusk
myc,my
violationspigeons,violations pigeons
uaa,baa
hbmctoilet,toilette
wking,eking
liv,lvi
waterobserved,water observed
incroaching,encroaching
photosobserved,photos observed
violationtransient,violation transient
xai,xi
wayland,waylaid
storagegutted,storage gutted
karoke,karaoke
violationspartial,violations partial
violationsstfi,violation
thomas,Thomas
duplexfire,duplex fire
vegertation,vegetation
violationover,violation over
sidewalkzoningobserved,sidewalk
mckenzie,McKenzie
gabe,gave
remmoved,removed
developement,development
dori,dorm
leslie,Leslie
chavalia,Bacchanalia
cof,cod
soondiscussed,soon discussed
soonreassigned,soon reassigned
hillary,Hillary
carkeek,carjacker
roomate,roommate
cd,CD
encroachuing,encroaching
takengarage,taken garage
mgt,mtg
ceretificate,certificate
overgrowthbsmt,overgrowth
buildingw,building
bginspection,inspection
busses,buses
mcclellan,McClellan
storoage,storage
codeinoperable,code inoperable
limted,milted
violationgrowing,violation growing
takenopen,taken open
distrubance,disturbance
accumalated,accumulated
violationsac,violation sac
restablish,establish
inspectionoutdoor,inspection outdoor
removedopen,removed open
detrioration,deterioration
violationsnumber,violations number
forecloure,foreclosure
cty,cry
yardconstructing,yard constructing
noth,both
ymca,YMCA
thomson,Thomson
intersectionviolations,intersection violations
mainfloor,main floor
withich,Wichita
chaseobserved,chase observed
publuc,public
photosunable,photos unable
resolvedapplication,resolved application
oridnance,ordinance
neighbortrees,neighbor trees
ipa,IPA
elaine,Elaine
burhead,bur head
junkapplication,junk application
chev,chem
taterd,taters
tarpes,tarps
storageunpermitted,neurotransmitter
sideyrd,sideboard
reckervegetation,reinterpretation
boundaryes,boundaries
ofpavement,of pavement
overexcavation,over excavation
permitvacant,permit vacant
additionstop,addition stop
overgrownoutdoor,overgrown outdoor
overgrowthviolation,overgrowth violation
vacount,account
removedstfi,demonstrative
junkviol,junk viol
windowsopen,windows open
eoviol,viol
entryland,entry land
winterlife,winter life
inopeable,inoperable
codesofa,code sofa
removedwhole,removed whole
sitestop,site stop
dormerunsecured,dormer unsecured
deteriuorated,deteriorated
tireobserved,tire observed
saad,sad
khodr,Khorana
toforward,to forward
violationoverheight,hyperventilation
fw,f
bgtree,subtree
ecaconstructing,constructing
puente,punter
oberved,observed
inthe,in the
junkviolation,junk violation
ordinanceopen,ordinance open
violalation,violation
astro,Castro
hwm,hem
violationdue,violation due
vacatehbmc,vacate
serviceviolation,service violation
alerthbmc,Alembert
reqirements,requirements
servicehbmc,serviceable
marijuan,marijuana
waterviolation,water violation
judgementviolation,sentimentalization
intermittant,intermittent
recylables,recyclables
overgrownbldg,overgrown bldg
basementelectrical,basement electrical
occuancy,occupancy
violationkb,violation
stradeles,straddles
observedvehicles,observed vehicles
ordinanceovergrown,ordinance overgrown
ovrgrwth,overgrowth
cadillac,Cadillac
assistsnce,assistance
errror,error
violationwater,violation water
glazingland,glazing land
storagepiles,storage piles
requiredtopping,required topping
bgweeds,weeds
damagedriveway,damage driveway
neededabatement,needed abatement
requestinspection,request inspection
varify,verify
yrds,drys
laura,Laura
mithoug,methought
vw,cw
timeland,tideland
zj,z
sapce,space
violationcut,violation cut
yardweeds,yard weeds
anardi,dinar
sha,aha
violationcommunity,violation community
fileall,file all
requiredcondo,required condo
bannister,Bannister
obliteride,obliterate
uvillage,village
erroroccupying,error occupying
excercise,exercise
pixof,pix of
collapsedhome,collapsed home
nuber,number
residental,residential
kuw,kw
permt,perm
relace,replace
accessviolation,access violation
biran,bran
delano,Delano
doorviolation,door violation
scrp,scrip
pxs,pis
holzer,holier
wac,WAC
barnes,Barnes
gabert,garter
crutcher,crutches
lewis,Lewis
hbmcsewer,sewerage
bsmthbmc,blacksmith
violationsslow,violations slow
brkn,bran
vehiccle,vehicle
useinspected,use inspected
ordovergrowth,overgrowth
violationsdeterioration,violations deterioration
overgrowthdeterioration,overgrowth deterioration
overgrowthbasement,overgrowth basement
landscapingrequires,landscaping requires
violationsan,violations an
codeinop,codeine
cso,cos
violationsservice,violations service
reynolds,Reynolds
eug,rug
oserved,served
dearborn,dear born
mlk,ml
throught,through
liiving,living
oustide,outside
inope,nope
debrisland,debris land
unterminated,terminated
violationsinoperable,violations inoperable
wagonflat,wagon flat
wv,WV
sealcoating,seal coating
luther,Luther
spvr,spar
poroperty,property
fnece,fence
handrailings,hand railings
houret,hour
planremoving,plan removing
lba,lab
mcx,mix
zhs,rhs
acrs,cars
limmited,limited
alleyremodeling,alley remodeling
sl,til
codeextensive,code extensive
aci,as
sart,chart
appliancelland,appliance
furnitureviolation,furniture violation
tju,jut
observedviolation,observed violation
matresses,mattresses
violationbeekeeping,violation beekeeping
resloves,resolves
applianaces,appliances
codeconstr,reconstruct
hshld,should
installationviolation,installation violation
trussesweeds,trusses weeds
overgrownstructure,overgrown structure
takentall,taken tall
opne,pone
refridgerator,refrigerator
sinkviolation,sink violation
rangehood,range hood
deterioarated,deteriorated
porchspoke,porch spoke
mukhtar,mustard
abdulsamed,abducted
abdalla,Allahabad
idris,iris
julian,Julian
oilspoke,oil spoke
teriaki,teriyaki
theres,theirs
wproperty,property
liz,Liz
kain,chain
haz,ha
buisnesses,businesses
violationrunning,violation running
jk,j
inspectionviolation,inspection violation
monitorgarage,monitor garage
storagethere,storage there
collasped,collapsed
lincoln,Lincoln
whith,whit
obnserve,observe
threshhold,threshold
storagetrash,storage trash
claremont,Clarendon
ofthe,of the
accerory,accessory
dewelling,dwelling
uno,uni
occupancyzoningobserved,occupancy
ghrevised,reviser
insepctor,inspector
reconfiguring,re configuring
klepac,Spackle
structureopen,structure open
phonerepair,phone repair
addtitions,additions
existng,existing
codegarage,code garage
redfin,red fin
refin,rein
ghland,gland
usa,USA
rudolph,Rudolph
ghuneven,uneven
ghjr,GHz
doordoes,door does
exsposed,exposed
barrells,barrels
cardbaoards,cardboard
ersonsion,pensioner
violationant,violation ant
windowobserved,window observed
permitapplication,permit application
demolitionland,demolition land
permithousing,permit housing
takeninspection,taken inspection
reptruck,rep truck
ordinanceweed,ordinance weed
dewey,Dewey
pigmy,piggy
takenhbmc,betaken
wo,quo
vegatation,vegetation
pontiac,Pontiac
evacant,vacant
wetmore,wet more
zoningoutdoor,zoning outdoor
abutts,abuts
resid,reseed
zoneextreme,zone extreme
unidentifible,unidentifiable
requiredpermit,required permit
postedoutdoor,posted outdoor
hydralic,hydraulic
refabricated,prefabricated
thyseen,thy seen
obseved,observed
themself,them self
alon,alone
unmapped,untapped
luggages,luggage
thm,them
zonein,zone in
rjv,rev
acces,aces
containersland,containers land
takenremodeling,taken remodeling
yardsfailure,yards failure
stripemergency,strip emergency
conditionsewage,condition sewage
basementno,basement no
sourcewater,source water
structureland,structure land
storageno,storage no
violationslack,violation slack
windowsemergency,windows emergency
conditionwater,condition water
offland,offhand
ordergas,order gas
metersemergency,meters emergency
basementhbmc,basement
violationbroken,violation broken
basementviolation,basement violation
ordbradrick,goldbrick
thorton,Thornton
sbout,about
ogborn,Born
mckinney,McKinney
barbacues,barbecues
requiredvegetation,required vegetation
malli,mall
playstructure,play structure
fixturesspoke,fixtures spoke
stripextreme,strip extreme
violationsee,violation see
conitionssee,consecrations
violationi,violation
permitunpermitted,permitted
amsterdam,Amsterdam
erickson,Erickson
takenbig,taken big
volkswagen,Volkswagen
violationkitchen,violation kitchen
requestjr,requester
remodelremodeling,remodel remodeling
violationtravel,violation travel
signlu,signal
zoneland,zone land
inspactions,inspections
storageupon,storage upon
mattrees,mattress
livingroom,living room
soutwest,southwest
inspectorpermit,inspector permit
soilsroof,soils roof
removedtemporary,removed temporary
researchst,research st
nec,enc
rasmussen,Rasmussen
ecabuilding,building
inoperablehave,inoperable have
davey,Dave
wrapers,rapers
amy,may
gordon,Gordon
curvey,curve
overgrownviolation,overgrown violation
pemit,emit
overgrownopen,overgrown open
nicole,Nicole
melissa,Melissa
wedgewood,wedge wood
serive,derive
aleast,least
sitereferred,site referred
rh,hr
floodway,flood way
includ,include
violationthird,violation third
safeco,safe co
griffincommercial,griffin commercial
griffinoutdoor,griffin outdoor
zillow,pillow
permisssion,permission
cecil,Cecil
roosterheard,rooster heard
ecaviolation,echolocation
strcture,stricture
finaledspoke,plainspoken
avethere,ave there
iap,sap
maksland,landsman
closeelectrical,close electrical
repairland,repair land
dilapadated,dilapidated
electricaltenant,electrical tenant
referance,reference
vo,co
unhabitable,inhabitable
junkjunk,junk junk
hsehold,household
adverstiment,advertisement
mainternance,maintenance
existsrooster,exists rooster
andersonconstructing,deconstructionism
codeshipping,code shipping
permitsunauthorized,permits unauthorized
edward,Edward
dr,rd
casecreated,case created
identifed,identified
northend,north end
zxo,zoo
leake,leak
existcommon,exist common
countertop,counter top
hangin,hanging
conditionno,condition no
constrol,control
cbre,care
planinspected,plan inspected
uce,cue
noop,snoop
fench,fens
imped,umped
haved,haves
takenthere,taken there
violationovergrowth,violation overgrowth
encoroaching,encroaching
travelled,traveled
obstructiing,obstructing
floyd,Floyd
photospermit,photos permit
mchegg,McVeigh
waterbradrick,waterboarding
wateras,waters
enroute,en route
sesra,sears
occupancies,occupies
garabge,garbage
inopsinspection,introspection
hbcm,HSBC
thrid,third
conditionflooding,condition flooding
bedroomkb,bedroom
bedroominspection,bedroom inspection
stabilze,stabilize
violtion,violation
nex,ex
codesee,code see
marxer,marker
resovedkb,resolved
viewable,view able
violationgarbage,violation garbage
sfrsee,oversee
renton,Trenton
pacrcel,parcel
overgrrowth,overgrowth
roosterpermit,rooster permit
shoreside,shore side
avana,Havana
foundataion,foundation
equipmentviolation,equipment violation
hbmcdryer,hairdryer
overgrowthluc,overgrowth
junkobserve,junk observe
ownr,worn
pedes,pees
plasticapplication,plastic application
lotinspection,lot inspection
violationsbathroom,violations bathroom
takenwindows,taken windows
tenanthbmc,tenanted
complianttenant,compliant tenant
mattres,matters
rerstaurant,restaurant
violationblackberry,violation blackberry
caseplumbing,case plumbing
foundit,found it
huber,Huber
calvin,Calvin
errorall,error all
soule,louse
violationat,violation at
uinit,unit
alisa,alias
bieber,bier
tscrap,scrap
bgzone,begone
sitegarage,site garage
unitweeds,uni tweeds
brannan,Brianna
dejneka,dejected
faliure,failure
orderno,order no
slopepermit,slope permit
sodt,dost
junkcars,junk cars
vios,views
violationdrove,violation drove
corridorstop,corridor stop
rockeris,rockers
extensivelyoriginal,extensively original
violationapplicatiojn,misapplication
parkingland,parking land
occupued,occupied
lakeward,lake ward
accumlation,accumulation
uner,tuner
chairm,chair
cthompson,Thompson
vegetion,vegetation
useconvenience,use convenience
basment,basement
jus,us
establishedowner,established owner
kristine,Kristine
vietnamese,Vietnamese
yardbldg,yard bldg
movedsigns,moved signs
zoing,zing
ordshrubs,shrubs
storagecontinuation,storage continuation
hai,hie
ninh,ninth
andrail,handrail
overgrownobserved,overgrown observed
axel,axle
storageauto,storage auto
scarlett,scarlet
ecaconfirmed,confirmed
spafford,Stafford
robbins,ribbons
kathryn,Kathryn
impeds,impedes
vison,bison
sidewk,side wk
roofdoing,roof doing
issuedviolation,issued violation
seatingbradrick,discriminating
buildingas,buildings
wweeds,weeds
forma,forms
guttromson,guestroom
olson,Olson
lester,Lester
permissable,permissible
wayremoving,way removing
stinson,Stimson
willie,Willie
parkingincluding,parking including
bonterra,Montserrat
willinig,willing
abve,abbe
otherunit,other unit
hagland,ha gland
collaped,collapsed
debiris,debris
leaknick,leak nick
cr,Cr
griswold,Cotswold
obtainedcondo,obtained condo
oprdinance,ordinance
storagejr,storage jr
deodar,deodorant
submited,submitted
assistancevacant,assistance vacant
boatlift,boat lift
inopoutdoor,outdoorsy
ductwork,duct work
vacantinop,Valentino
doorhanger,door hanger
nviol,viol
remainingissuance,remaining issuance
authorizationpermit,authorization permit
obstructingthe,obstructing the
brighton,Brighton
violationsunits,violations units
opent,open
maintenanve,maintenance
settl,sett
anf,and
useparking,use parking
estbalished,established
azoningobserved,nonobservance
muslim,Muslim
khala,koala
ariij,aria
atwood,Atwood
issueing,issuing
shoppping,shopping
trackhoe,track hoe
zoningauto,zoning auto
enderson,Henderson
ordinanceveg,ordinance veg
existsstation,exists station
violationappliances,violation appliances
violationsalso,violations also
sidewalkissuance,sidewalk issuance
licens,livens
sfrhousing,housing
plywoods,plywood
bgsent,absent
craigs,crags
abatementobserved,abatement observed
fema,fame
zoningi,zoning
ordiannce,ordinance
novapprox,approval
nissan,Nissan
storagemattresses,storage mattresses
ov,iv
liine,line
shorelineseven,shoreline seven
revegation,revelation
storagejunk,storage junk
aborist,abortionist
ssdp,SPSS
incluiding,including
addtions,additions
alterationszonestorage,transliteration
weedson,weed son
stucture,structure
vilolation,violation
prisioner,prisoner
takenplace,taken place
permanment,permanent
usereligious,use religious
agreemnt,agreement
responsiblity,responsibility
ofresponse,of response
violationsroaches,violations roaches
retalitory,retaliatory
rlta,rota
steepe,steep
moorages,moo rages
violationstereo,violation stereo
yardjunk,yard junk
alonfg,along
siteinspector,site inspector
vacunt,vaunt
garabage,garbage
ecaremodel,remodel
nonsignificant,non significant
dianne,Dianne
kelso,Kelsey
osb,sob
trenton,Trenton
condominiun,condominium
faucett,faucet
structuregrading,structure grading
violationsinop,violation
additionfound,addition found
residencedeterioration,residence deterioration
ecai,eclair
attaced,attached
npdes,nodes
deckpermit,deck permit
bgjunk,junk
yardremodeling,yard remodeling
storagetesc,storage
violationsjr,violations jr
rottenapplication,rotten application
unitinspected,unit inspected
violationsfood,violations food
vhicle,chicle
observrd,observed
romex,romeo
weedsin,weed sin
tysland,island
priorno,prior no
orderhbmc,camcorder
asifa,massif
stairwellswalked,stairwells walked
garwin,Darwin
weedsjunk,weeds junk
inopsobserved,nonobservance
referrall,referral
additons,additions
vioations,violations
fansst,fans st
securityviolations,security violations
hbmczoninginoperable,noninterchangeable
vehiclesviolations,vehicles violations
photosviolation,photos violation
occupancyexterior,occupancy exterior
existceiling,exist ceiling
uinauthorized,unauthorized
violationsunable,violations unable
possilbe,possible
inopjunk,injunction
parkingvehicles,parking vehicles
wtih,with
megan,Megan
mueller,Mueller
electrcal,electrical
residencebldg,residence bldg
fillrear,fill rear
peststo,pests to
violationsbroken,violations broken
outletsviolation,outlets violation
cockroches,cockroaches
tenantsdeteriorated,tenants deteriorated
sidecondo,side condo
existimproper,exist improper
counterop,counter op
formica,Formica
encrouching,encroaching
sidedwalk,sidewalk
halide,halite
westgrading,west grading
heathbmc,heathenism
violationswater,violations water
suround,surround
violationroaches,violation roaches
takengarbage,taken garbage
usebldg,use bldg
abu,ab
bakr,bark
junkowner,junk owner
takencondo,taken condo
stairwellsother,stairwells other
otherhbmc,motherhood
kithen,kitchen
lowrise,low rise
usenotified,use notified
augusta,Augusta
bgsite,bombsite
storageremodeling,storage remodeling
alacatraz,Alcatraz
mexican,Mexican
notlimited,not limited
onbradrick,Braddock
mising,musing
moaiture,moisture
ceing,ceding
restaurantzoning,restaurant zoning
violatiom,violation
existsviolations,exists violations
doorjam,doorjamb
caulkin,caulking
useviolation,use violation
occurr,occur
tracey,Tracey
violationinitial,violation initial
colsed,closed
requiredhair,required hair
obstructinf,obstructing
raymond,Raymond
stacy,Stacy
whitman,Whitman
abrams,Abrams
violationsstairwell,violations stairwell
siesmic,seismic
zonespoke,zone spoke
upjunk,up junk
whi,whee
madrid,Madrid
overgroth,overgrowth
creston,Preston
includin,including
carwashing,car washing
codedrainage,code drainage
permitdid,permit did
complainantspoke,complainant spoke
slopest,slopes
perimt,permit
smthere,smithereens
areaweeds,area weeds
vehiclecase,vehicle case
seward,Seward
camino,amino
arial,aria
louis,Louis
webster,Webster
permitgrading,permit grading
permitelectrical,permit electrical
neededfire,needed fire
residenceviolations,residence violations
requiredinpspection,retrospection
chatham,chat ham
duplexvehicles,duplex vehicles
violationsjoin,violations join
conversionbuilding,conversion building
violationlarge,violation large
sidewalkparkingvehicle,sidewalk
conversionviolations,conversion violations
nto,not
locksobserved,locks observed
debre,deb re
plie,pile
storagefor,storage for
soored,spored
takeninspector,taken inspector
itemshbmc,hemstitch
materialsjunk,materials junk
photoswilson,Photostatting
emanuel,Emanuel
permitmedical,permit medical
liveaboard,live aboard
uase,use
segmental,sentimental
hangning,hanging
pu,pew
escapeviolations,escape violations
magnuson,magnum
parkinitial,park initial
weedsshrubs,weeds shrubs
storagematerial,storage material
debrisjunk,debris junk
tarpsjunk,tarps junk
cardboardviolation,cardboard violation
informedviolation,informed violation
ordweedsvegetation,prestidigitation
zonetrash,zone trash
weedsvegetation,weeds vegetation
violationslarge,violations large
hangerzoningobserved,noninterchangeable
juke,nuke
shorelinevacant,shoreline vacant
mf,mph
disturance,disturbance
arboristpermit,harbormaster
ecoblock,blockage
fianl,final
ur,Ur
weedsblackberries,weeds blackberries
alleyweedsobstructing,obstructiveness
limbrado,Labrador
ultility,utility
fourplex,fourposter
ersoion,erosion
keppler,Kepler
hillslope,hill slope
kaufmans,Kaufman
kaufman,Kaufman
windermere,winder mere
hydrologically,hydro logically
requiredland,required land
observedlumber,observed lumber
lgq,lg
basementpermit,basement permit
dirrerent,irreverent
gloria,Gloria
norman,Norman
unitbasement,unit basement
moorman,motorman
mojo,moo
sunroom,sunroof
seatle,settle
prentice,Prentice
avweeds,av weeds
dispensery,dispenser
postedviolation,posted violation
marceline,Marcelino
comaplaint,complaint
constractors,contractors
demolishedviolation,demolished violation
qweeds,weeds
observedviolations,observed violations
violationsdemolishing,violations demolishing
eliot,Eliot
hurd,hued
cornell,Cornell
caowner,ca owner
hitchcock,Hitchcock
dulcie,dulcimer
